uid,term,estimate,std.error,statistic,p.value,conf.low,conf.high,NRMSE
212,female,-0.16226737429494273,1.55647277394833,-0.10425326867961618,0.9169772583241851,-3.214469973608333,2.889935225018448,0.3070274845590561
213,female,-0.30571902012231084,1.4720684970714595,-0.20767988767541035,0.8354969254224018,-3.192407662533735,2.5809696222891136,0.2898935561957552
214,female,-0.5093735505150232,1.5600858243269329,-0.32650354395392445,0.7440724833263064,-3.5686612475838,2.5499141465537534,0.3074395129287185
215,female,-0.26549599176504896,1.4819270992650206,-0.1791559057775007,0.8578307299551433,-3.1715164632286905,2.640524479698593,0.29208887654819776
216,female,-0.46528167252349567,1.5774104674098275,-0.2949655033591271,0.7680462765000553,-3.5585418657706533,2.627978520723662,0.31091424614205143
217,female,0.002008903032444842,1.5002664920934883,0.0013390307942168307,0.9989317220232834,-2.9399752858367694,2.943993091901659,0.2960657878844401
218,female,-0.18624559422129483,1.594267774560938,-0.11682202776292518,0.9070110700877989,-3.312563206043528,2.9400720176009383,0.3141890433774925
219,female,0.07379174089148853,1.508371907840171,0.04892145001371081,0.96098605194474,-2.884086311907591,3.031669793690568,0.29699043858114815
220,female,-0.09406911358084921,1.6095218554076351,-0.058445378212664795,0.9533988369307633,-3.2502988891248936,3.062160661963195,0.3165115430854725
221,female,-0.282936373527146,1.5183572437991426,-0.18634374399215797,0.8521912891792653,-3.2603954102529005,2.6945226631986086,0.299553552388413
222,female,-0.49684293599613477,1.6140720779509616,-0.30781954708421005,0.7582469140317416,-3.661995577562996,2.6683097055707266,0.3176887516462125
223,female,-0.23388353727070774,1.5319431566443618,-0.15267115901546693,0.8786707069147804,-3.2379835370295127,2.7702164624880976,0.30187746678038563
224,female,-0.4440388159523438,1.6372063021180008,-0.27121738743486706,0.7862476413992152,-3.6545563559512595,2.766478724046572,0.32241426335460965
225,female,2.682081199388405,1.5932566772364753,1.6833955493226052,0.09243147743439674,-0.44225504826474893,5.806417447041559,0.286992727889921
226,female,2.645794825741311,1.6876728600574569,1.5677178251543575,0.11708169028362744,-0.6636884536888386,5.955278105171461,0.30399443418001665
227,female,2.828589413888749,1.5984037433212606,1.7696338773652607,0.076917866154442,-0.3058394126316806,5.963018240409179,0.2881645242358123
228,female,2.859010740403269,1.698639387556602,1.6831181246278508,0.09248505425468498,-0.4719768880179638,6.189998368824502,0.30661544081251363
229,female,2.560064956452006,1.608201541026286,1.5918806761112052,0.11154606999917618,-0.5935771005750263,5.713707013479039,0.2901503445197791
230,female,2.5148027673797424,1.703815787689412,1.4759827826165002,0.14008248800637602,-0.8263356469754908,5.855941181734975,0.30721970427476636
231,female,2.736326031699955,1.617354247761583,1.6918532445733692,0.0908065345380671,-0.43526355319588284,5.907915616595793,0.29171582512953537
232,female,2.757064054871319,1.720677338159553,1.6023132249886496,0.10922070035042837,-0.6171386815230906,6.131266791265729,0.3097724417013864
233,female,2.6765790689667717,1.6406338805629854,1.6314298398179492,0.1029337010708518,-0.5406619757253543,5.893820113658897,0.2960578272386024
234,female,2.637496719860196,1.7428281394813563,1.5133429740496855,0.13032703206430565,-0.7801439009824946,6.055137340702887,0.3145924057506464
235,female,2.8525023578032314,1.6480767013643958,1.730806797670112,0.08361749325993069,-0.37933315899279574,6.0843378745992585,0.29640295570600217
236,female,2.88801973775339,1.757648517254639,1.6431156226071497,0.10049273397120359,-0.5586825027048077,6.334721978211587,0.3165037686719777
237,female,2.535386947483504,1.659932702419539,1.5274034566509183,0.1267952930130647,-0.7196978788048916,5.7904717737719,0.29884341891211064
238,female,2.4844003347538113,1.7639909326241758,1.408397451940373,0.15914563942352866,-0.97473921444359,5.943539883951212,0.31851390260782875
239,female,2.7465188872604074,1.6729212942006433,1.6417502107131414,0.10077552854830499,-0.5340355104060217,6.0270732849268365,0.3011459462568632
240,female,2.7701282260829503,1.786910668599078,1.5502331900310975,0.12122009454714545,-0.7339555515856788,6.274212003751579,0.32170481797216993
241,female,0.26175237626445624,1.4561625612097269,0.17975491420889292,0.8573604843929858,-2.59374513306428,3.1172498855931927,0.28746014846092754
242,female,0.06451264857826396,1.542464775089573,0.04182439017093121,0.9666422444990022,-2.9602206295600313,3.0892459267165595,0.30470974846867593
243,female,0.29175864617935904,1.4616010372834656,0.19961579031280807,0.8417983477460076,-2.5744029467659444,3.1579202391246626,0.28875964991855885
244,female,0.10003594632177087,1.5534436477042823,0.06439625052997995,0.948660190192055,-2.9462259475698436,3.146297840213385,0.30673753982183155
245,female,-0.0037265080983062806,1.4698104294276746,-0.0025353664824363338,0.9979772875894783,-2.88598650537212,2.878533489175507,0.2903200707529096
246,female,-0.22201377268298933,1.5572108060430183,-0.1425714308052754,0.8866408787800308,-3.275662964409647,2.8316354190436686,0.3079377724147108
247,female,-0.002764382875465481,1.479094468442653,-0.0018689697882354436,0.9985089372945276,-2.903229503281588,2.897700737530657,0.29189065534306124
248,female,-0.23221788406320254,1.573814505939714,-0.1475509872267614,0.8827097851053398,-3.318425816128691,2.8539900480022857,0.3113216771571833
249,female,0.35847819589495716,1.498853319729055,0.23916829697502262,0.8109959405780409,-2.58073415335902,3.297690545148934,0.2959999664012857
250,female,0.16068140177928852,1.592215646364357,0.10091685893565121,0.9196250650570176,-2.9616113556990085,3.282974159257585,0.31455130507281703
251,female,0.39710085052340927,1.5064296751786594,0.26360397505865246,0.7921081967666878,-2.556967887088013,3.351169588134832,0.29719196482562266
252,female,0.20633443008814795,1.6067604516939817,0.1284164231641455,0.8978304139484163,-2.9444796158061806,3.357148475982476,0.3171775033680291
253,female,0.058251262984169,1.5164854699199284,0.038412015241560286,0.9693624425797784,-2.9155366220700287,3.0320391480383666,0.2995724557615169
254,female,-0.16679961568409457,1.6115563812223386,-0.10350219057032299,0.9175732351118853,-3.3270183504386286,2.9934191190704396,0.31777386547449843
255,female,0.06219402917008592,1.5293399033916897,0.04066723756579899,0.9675646322317928,-2.936800403057175,3.0611884613973466,0.30201188322087913
256,female,-0.17545309974395337,1.6337739131522246,-0.10739129712594803,0.9144877139154699,-3.379239116235657,3.028332916747751,0.3227774665733329
