uid,term,estimate,std.error,statistic,p.value,conf.low,conf.high,NRMSE
79,female,4.460358941160576,1.6595121535362993,2.687753103618962,0.007244210797766417,1.2060980863924775,7.714619795928675,0.2963762311019944
80,female,4.818874139765215,1.7675193427998577,2.72634874373246,0.006451469497596203,1.3528147118541982,8.28493356767623,0.31491308889026837
81,female,1.5166006038770177,1.464318991386681,1.0357037044509183,0.30044709201926284,-1.354892717711412,4.388093925465448,0.2851479288144269
82,female,1.528590461712397,1.5498656602499696,0.9862728757186986,0.3241008454245764,-1.5106570936224433,4.5678380170472375,0.30189956938920653
83,female,1.6780596506209535,1.4673174149840613,1.1436241630371309,0.2528961171206936,-1.1993128731830065,4.555432174424913,0.2859525452402355
84,female,1.7705971897537072,1.5571577795113167,1.1370698673254385,0.2556250557976218,-1.28294935750299,4.824143737010404,0.30372266664861375
85,female,1.3838528989137195,1.477158254621762,0.936834556882374,0.3489400131687156,-1.512817263762051,4.28052306158949,0.28752019315343236
86,female,1.3874641868401079,1.5635897061652675,0.8873582253511308,0.3749769104094125,-1.6786952039477976,4.453623577628013,0.30393590980437324
87,female,1.5831586409339622,1.4830709305692933,1.0674867993847394,0.28586176575635985,-1.3251054919388559,4.4914227738067805,0.2885760428464039
88,female,1.667745019630214,1.5751924336709042,1.0587563677814404,0.2898195620566549,-1.4211663451815695,4.756656384441998,0.3063525556942512
89,female,1.942096818001008,1.4994844155903708,1.2951763938382606,0.19538671545954156,-0.9983543844668903,4.8825480204689065,0.29220274628703463
90,female,2.002015567430088,1.5907210007989163,1.2585585821929834,0.20831488516211033,-1.1173475976581853,5.121378732518361,0.30951285575530196
91,female,2.135406141820237,1.5035299678658112,1.420261775594233,0.15566419413265695,-0.8129776395037376,5.083789923144211,0.29240582715781555
92,female,2.288489127442351,1.5998763148386521,1.4304162804442453,0.15273052333810974,-0.8488266858907041,5.425804940775406,0.31153790591338343
93,female,1.813686056526764,1.5153940410975002,1.196841222374895,0.23148922225881724,-1.157962868721415,4.785334981774943,0.29542002902631403
94,female,1.8651277076336203,1.6079485418018495,1.1599424105597176,0.2461900862092185,-1.2880175326779866,5.018272947945228,0.3126311778433348
95,female,2.055751922007712,1.5231581070947395,1.3496641697484957,0.1772537268719108,-0.9311214826883853,5.042625326703809,0.29580143382265256
96,female,2.2037361193286222,1.6225770838642064,1.3581703706059818,0.17453994808280415,-0.9780946138182767,5.385566852475521,0.3157088454780404
97,female,4.10390351489285,1.5953180272927587,2.572467335467361,0.010158612723280913,0.9755243242065901,7.2322827055791095,0.2842329404242786
98,female,4.246472446421812,1.687899938221767,2.5158318631704835,0.011941401546670075,0.9365431457991047,7.55640174704452,0.30142064917995826
99,female,4.316802662218674,1.597339734850281,2.7024950096939078,0.006931664156554202,1.184459641340382,7.449145683096965,0.28551638906622445
100,female,4.578162338966545,1.6942052120507134,2.7022478188607444,0.006936782601668945,1.255869284485383,7.900455393447707,0.3034858771997441
101,female,4.081840402505906,1.6087356478532235,2.5372971674699416,0.011235406991989223,0.9271502830220384,7.236530521989772,0.28720344696846056
102,female,4.224387017278249,1.7022657188746182,2.481626088358888,0.013147896007754442,0.8862875152391538,7.5624865193173445,0.3040642927821655
103,female,4.366930468762127,1.6135206568846543,2.7064608377519552,0.006849652541092113,1.2028577616895504,7.531003175834703,0.2875792952010482
104,female,4.638437481563983,1.712793577132589,2.7081123747143274,0.006815745292912943,1.2796938557760806,7.997181107351885,0.3059178566491404
105,female,4.4527298341464885,1.6352000235209256,2.7230490277017214,0.0065160950701461506,1.2461437399892064,7.659315928303771,0.29216127052413304
106,female,4.640484803788228,1.7340422820134784,2.6761082194604513,0.0074999989270957464,1.240072274814378,8.040897332762079,0.3098144665815168
107,female,4.705585798700009,1.6382521004160444,2.8723209312565485,0.004111235001150004,1.493015363909918,7.918156233490101,0.29264047688437606
108,female,5.027313434595951,1.7422383410024238,2.8855486165592064,0.003942940942020111,1.6108293932197304,8.443797475972172,0.31180516801124913
109,female,4.44435960924077,1.651899572571291,2.6904538768799546,0.007186017176870071,1.2050268308868084,7.683692387594732,0.29503194626313756
110,female,4.633933687631763,1.7521509870450056,2.644711398671681,0.008230482843159014,1.1980112053630032,8.069856169900522,0.3122755641896997
111,female,4.7851487948867595,1.6585380006786579,2.8851607819228273,0.003947784421394318,1.532798942412256,8.037498647361263,0.29615358049253165
112,female,5.123328118540382,1.7657711219173955,2.9014678374494656,0.0037487184541931664,1.6606976652372136,8.58595857184355,0.31524764490513074
113,female,1.832182233358027,1.4636003640848656,1.2518323159229479,0.21075566174759902,-1.037901247177103,4.702265713893157,0.28559636941207134
114,female,1.8347155729142117,1.548587183415538,1.1847673754264152,0.236229288933931,-1.2020242547790958,4.87145540060752,0.3025879388142813
115,female,1.9689261876898358,1.4663861971283962,1.3427064381440283,0.17949678090604906,-0.9066196099823332,4.844471985362005,0.286293820158361
116,female,2.0427115464642007,1.5555357428463639,1.3131884341830606,0.18924766662920683,-1.0076535592463918,5.093076652174793,0.3040132563717295
117,female,1.687330366436032,1.4760955180547763,1.1431037800721897,0.25311199231375087,-1.2072551610445443,4.581915893916609,0.2883795423360727
118,female,1.6804880651876073,1.5619708310763034,1.0758767268590013,0.2820928323747247,-1.382496081055515,4.7434722114307295,0.3044179545288817
119,female,1.854485829088138,1.4816742433873429,1.2516150816312286,0.21083472587541177,-1.0510387985804712,4.760010456756747,0.28900936389708193
120,female,1.9177381916808838,1.5731079080388417,1.219076060759039,0.22293762398141118,-1.1670847964720246,5.002561179833792,0.30634313711821454
121,female,2.3004932848168385,1.499252905540206,1.5344264308682012,0.1250594484169508,-0.6395032867660322,5.240489856399709,0.29245942437134514
122,female,2.3545648050468038,1.589920439848492,1.4809324706028542,0.138758626758044,-0.7632277965526333,5.472357406646241,0.3100082990346149
123,female,2.4658447274262922,1.5030123665748367,1.640601755689889,0.10101393645437531,-0.48152340444453046,5.413212859297115,0.2929425617317427
124,female,2.603135271533693,1.5986329175421632,1.628350850885714,0.10358449839840825,-0.5317415849433731,5.738012128010759,0.31169801011476544
125,female,2.1597488385843797,1.5147827836662429,1.4257812155463765,0.15406431915352478,-0.8107007748534216,5.1301984520221815,0.29559481268433335
126,female,2.204269926564271,1.6067667276441753,1.3718667984842758,0.17023580044120515,-0.9465571163276847,5.355096969456227,0.3134051961324024
127,female,2.365445207866427,1.5221117889415785,1.5540548500128706,0.12030593066175824,-0.6193757399344362,5.35026615566729,0.2969318939082541
128,female,2.494800915721469,1.6207983756311044,1.5392419891524427,0.12387974594264672,-0.6835411215854248,5.673142953028362,0.3163198233125041
129,female,2.2681030546471397,1.5998321004149718,1.417713180063601,0.15640732231392218,-0.8691288117568967,5.4053349210511765,0.28597196260735364
130,female,2.210443495206241,1.6950408979315665,1.3040649921212006,0.19233930249307463,-1.113489778117294,5.534376768529777,0.30349336243895264
131,female,2.4772891560882293,1.605225889950527,1.5432651389422702,0.12290127192628834,-0.6705191081949349,5.625097420371393,0.2879522638378504
132,female,2.5107181952869686,1.706489375184095,1.4712767813254706,0.1413502828382687,-0.8356645233911428,5.8571009139650805,0.305410161252656
133,female,2.6318548308201684,1.6093217861837164,1.6353813472327665,0.1021032236270386,-0.5239853846626352,5.7876950463029715,0.288850156228874
134,female,2.6089637221381565,1.7059346447760624,1.5293456464626958,0.12631348056389144,-0.7363311841703264,5.95425862844664,0.3060958333370359
135,female,2.9025476160105756,1.616310689135913,1.7957856961041883,0.07265713418123684,-0.26699696879273205,6.072092200813883,0.29084851009011947
136,female,2.990549654853564,1.7199219216396229,1.738770590238559,0.08220613818655202,-0.3821732088641814,6.363272518571309,0.30853574337113043
137,female,2.181884250297489,1.6466595165648628,1.3250366747639317,0.18528797046907497,-1.0471743308989216,5.4109428314939,0.29520940753587865
138,female,2.11092029301204,1.749600573852619,1.2065155467820836,0.22774031406145942,-1.3200024013048206,5.5418429873289,0.31432769946007727
139,female,2.4302120262307776,1.6545555166285504,1.4688005339239172,0.1420208555535557,-0.8143297028040206,5.674753755265575,0.2963772721012085
140,female,2.4597512931994316,1.765183137960182,1.393482206068364,0.1636058511023365,-1.0017276571774674,5.92123024357633,0.3165427497394838
141,female,2.6064015815875425,1.6598619201794989,1.5702520492220726,0.11649122420822279,-0.648545871268015,5.8613490344431,0.29780274637098814
142,female,2.579104448463117,1.7648969609695824,1.4613342906127693,0.14405747429158458,-0.8818133161604513,6.040022213086685,0.3165032074587122
143,female,2.9323852234140166,1.6701490243205068,1.75576261801371,0.0792592712093241,-0.34273426269131635,6.20750470951935,0.2991396707882684
144,female,3.0306790335882368,1.7842088658588637,1.698612248588598,0.08952463736775043,-0.4681081146623898,6.529466181838863,0.31975083212999084
145,female,-0.13139579404366736,1.4652701914825448,-0.08967342324129483,0.9285543873937678,-3.004754395491768,2.7419628074044335,0.2878720236198468
146,female,-0.3571614167591878,1.5524965373933544,-0.23005617607293521,0.8180681579405201,-3.4015680559627084,2.687245222444333,0.30484061842092186
147,female,-0.03729302189771371,1.4711222069622574,-0.025350050268577375,0.979777906555487,-2.9221266470183034,2.8475406032228756,0.2892281627481949
148,female,-0.2315420222355293,1.5641367803039152,-0.14803182506234536,0.8823303574419729,-3.298774211405937,2.835690166934879,0.3070709740074924
149,female,0.22468943633817468,1.4737625225241675,0.15245973004751184,0.8788374490713906,-2.665321781152294,3.1147006538286433,0.2897973975023884
150,female,0.03104208086380527,1.5622808226774418,0.019869718947586677,0.9841489886832071,-3.0325506229077943,3.0946347846354048,0.30688175610797
151,female,0.3638407602727253,1.4812231865079195,0.24563533948621458,0.8059859890402675,-2.5407999937922026,3.2684815143376533,0.29031093308773864
152,female,0.21731718990094628,1.5764233208225218,0.1378545895829287,0.8903671501739903,-2.8740079125787945,3.3086422923806875,0.3091955515106904
153,female,-0.12138457695904344,1.5076076683038222,-0.08051469855921513,0.9358347681400591,-3.0777652735656416,2.8349961196475544,0.29569703246143425
154,female,-0.3591682129567773,1.6018673123429576,-0.2242184544183269,0.8226068242628234,-3.5003890096722303,2.7820525837586754,0.3143108123580584
155,female,-0.00895867596727622,1.5157857538444517,-0.005910252121419232,0.9952848304015076,-2.981375739885607,2.9634583879510545,0.2967449822009634
156,female,-0.21223352159211176,1.61733284850341,-0.13122439316588475,0.8956090324178988,-3.3837811430996307,2.9593140999154075,0.3172311045825319
157,female,0.2982576687622898,1.5194425352307526,0.1962941419939876,0.844396926040944,-2.6813302498524196,3.2778455873769996,0.29835785359841543
158,female,0.10107301082579867,1.6156236813626217,0.06255974828281385,0.9501224030488351,-3.0671229784032192,3.269269000054816,0.31729628718055114
159,female,0.46812186829161234,1.5299682882927965,0.3059683471047381,0.7596558480369949,-2.532106124484928,3.4683498610681527,0.30031674695413824
160,female,0.32504599136238777,1.6346962360940993,0.19884183017331966,0.8424036671082851,-2.8805500786724982,3.530642061397274,0.3210134675084879
161,female,2.5632015008833573,1.5986070780272517,1.6033968172131803,0.10898162819486605,-0.5716274369372463,5.698030438703961,0.28698473739892877
162,female,2.4895879320014456,1.6931727109216155,1.470368566622085,0.1415959458872348,-0.8306811431893788,5.80985700719227,0.3043280156828272
163,female,2.7426210031901204,1.6037245049849085,1.7101571963670463,0.08736891848485012,-0.4022423912410069,5.887484397621248,0.28779313839651033
164,female,2.749141215658035,1.704221952073131,1.61313566716694,0.10684935991366876,-0.5927944096098976,6.091076840925967,0.3067174946456373
165,female,2.958009725606929,1.6083085626301816,1.83920535793796,0.06601118158931688,-0.1958428905027172,6.111862341716575,0.2898771365620092
166,female,2.920842018060536,1.7042575652874583,1.7138501113638158,0.08668818620113336,-0.4211634438091054,6.262847479930178,0.30628421332663097
167,female,3.1959301911956444,1.6149713247619704,1.9789392803409005,0.04793945565676996,0.029012761548207866,6.36284762084308,0.2905291363157344
168,female,3.2585905919513225,1.7177846340879193,1.896972721310617,0.05795403716927401,-0.10994036662347861,6.627121550526123,0.30913192341278245
169,female,2.511336049278046,1.6458957285533642,1.525817222628889,0.12719007076931244,-0.7162240532763113,5.738896151832403,0.2966208694282081
170,female,2.4274726558519415,1.7481660527502876,1.3885824244401386,0.1650914157013158,-1.0006362260124697,5.855581537716352,0.3137225083387744
171,female,2.725800370441173,1.6533983182920349,1.6486047797949452,0.09936235316688558,-0.5164714099079681,5.968072150790314,0.29699266718504036
172,female,2.73059744485565,1.7632021434659113,1.5486581926948761,0.12159856010073206,-0.7269960675254721,6.188190957236772,0.3165625142864861
173,female,2.9741736843766975,1.6594291875266969,1.7922871953394812,0.07321561969236283,-0.2799244761702413,6.228271844923636,0.29756888088829725
174,female,2.9365026155716754,1.763778239192167,1.6648933240703951,0.09606734264511439,-0.5222206055345611,6.395225836677912,0.3165361804923703
175,female,3.2630335093671943,1.6692530594157153,1.9547865980903736,0.05072666961987265,-0.010328294409278183,6.536395313143666,0.3001756097266393
176,female,3.3390175926766346,1.7824571499898227,1.873266682846036,0.061155550893995575,-0.1563337202164896,6.834368905569759,0.3202875460516823
177,female,0.14177422394200562,1.4642739294286318,0.09682220047264431,0.922875856575101,-2.7296301012810886,3.0131785491651,0.2880670661251931
178,female,-0.09791056559173991,1.55090407816409,-0.06313128385582896,0.9496673343761262,-3.139193764581705,2.9433726333982255,0.3066179984206779
179,female,0.2113369629415218,1.4697780867962211,0.14378834794182288,0.8856799380057938,-2.6708602435474935,3.093534169430537,0.2888123432090683
180,female,-0.006894050815562832,1.5620696886306142,-0.004413407971322003,0.9964789959505072,-3.070072054149718,3.0562839525185925,0.307061333506856
181,female,0.5267575065098534,1.472955900106351,0.3576193329833027,0.7206603366447151,-2.3616713105382527,3.41518632355796,0.290505413482359
182,female,0.32069572546200326,1.5608601212569042,0.20546090011176568,0.8372298389947943,-2.7401103477337805,3.3815017986577867,0.307114910365962
183,female,0.6386438414289713,1.4800276324822372,0.43150805256106334,0.6661385808838524,-2.2636518251111544,3.5409395079690973,0.2911435487463633
184,female,0.4695967525260683,1.5744770183788794,0.2982557046209393,0.7655343654893143,-2.6179110247812796,3.557104529833416,0.3098999881374033
185,female,0.1832743043615506,1.5070222828273434,0.12161353315739126,0.903215497217631,-2.7719578172096577,3.138506425932759,0.2963087712012025
186,female,-0.06572053060445246,1.6006628971790886,-0.041058320724666225,0.9672528896412,-3.2045788114346836,3.0731377502257784,0.3149022159736883
187,female,0.2676601101981521,1.5147483886051039,0.176702686869754,0.8597571569267778,-2.7027220554199576,3.238042275816262,0.29771898316518375
188,female,0.042361533694073666,1.615522132698062,0.02622157433604839,0.9790828333874284,-3.125634626867942,3.2103576942560887,0.3175522024549742
189,female,0.6386303894658478,1.5191527962144848,0.42038588287973727,0.6742420148728768,-2.3403887048405085,3.6176494837722037,0.2985170809009474
190,female,0.432503562109308,1.6147022626009033,0.26785344402295386,0.788835627858963,-2.733884854883376,3.598891979101992,0.31770360017187027
191,female,0.7774748881145997,1.5291684782625596,0.5084298422093858,0.6111996324663258,-2.221184040746796,3.776133816975996,0.3007916940614379
192,female,0.6146203169299846,1.6330957324757676,0.37635290124616416,0.7066885014154853,-2.5878365065186077,3.8170771403785775,0.3206730523319291
193,female,2.347678659365204,1.59514680150713,1.4717633870105655,0.14121885284486096,-0.7803647617907763,5.475722080521184,0.28734140600857294
194,female,2.3260261754700595,1.6902198799040284,1.3761678010804916,0.16890092042504853,-0.9884524724071677,5.640504823347287,0.3039257314168394
195,female,2.528408478706648,1.6006112279692735,1.5796518445734564,0.11432131476307768,-0.6103498578465452,5.667166815259841,0.2889452981156563
196,female,2.5866157184031793,1.7016459047471595,1.5200669605745702,0.1286287305985827,-0.7502683439972713,5.923499780803629,0.30603855122883694
197,female,2.2429849286916457,1.6104843017623518,1.3927393928876854,0.16383047009265178,-0.9151342571008385,5.40110411448413,0.28922164504148573
198,female,2.213848985019721,1.7067488184992168,1.2971147019550358,0.1947191079716625,-1.1330417606298946,5.5607397306693365,0.3079041601077368
199,female,2.464720496508039,1.6200925548181093,1.521345486822978,0.12830775383998133,-0.7122395341920269,5.641680527208105,0.2902946556836057
200,female,2.5172300822045153,1.7242011532992985,1.4599399132680881,0.1444402528978295,-0.8638835035407153,5.898343667949746,0.3095730299295695
201,female,2.300193235618152,1.6420173044576478,1.4008337362668033,0.16139594023927634,-0.9197613748901676,5.520147846126472,0.2951058462402262
202,female,2.2717625626110656,1.7448913663835777,1.3019507153155725,0.1930608875307356,-1.1499247431099482,5.693449868332079,0.3127827410760365
203,female,2.515239121067791,1.6499096437491676,1.524470828203837,0.1275257531722395,-0.7201914578019357,5.750669699937518,0.29695604458346053
204,female,2.5755979234010775,1.7603395438984357,1.4631256409187834,0.14356673330945152,-0.8763821057332559,6.027577952535411,0.31726563221511145
205,female,2.1768034164821013,1.6617703262269368,1.3099303689123825,0.19034747991458417,-1.0818856571301851,5.435492490094388,0.29825542950437983
206,female,2.1381635026893777,1.766509551709969,1.2103888714440578,0.22625143572408088,-1.3259157511762525,5.6022427565550075,0.3171618005004251
207,female,2.4400654606165904,1.6753889086394995,1.4564173416893673,0.14541087328002594,-0.8453285837896503,5.725459505022831,0.30073962090640816
208,female,2.4931639901160825,1.7902361123865989,1.3926453459775183,0.16385875012560888,-1.0174416622301234,6.003769642462288,0.3217514300565442
209,female,-0.05507223657770906,1.4580139166629118,-0.03777209253513702,0.969872606410535,-2.914200834308711,2.804056361153293,0.28891135442741517
210,female,-0.23912705434848444,1.5449352199261703,-0.15478128225979074,0.8770070455038677,-3.268705475117976,2.7904513664210073,0.3045745153810071
211,female,0.003812211202136032,1.4638639398805886,0.002604211428588783,0.9979223633887311,-2.8667875045689724,2.8744119269732447,0.28793847363076264
