uid,estimate
1,2.9700448655375067
1,6.734397308518673
1,5.3639424533277404
1,5.782375481396992
1,3.2195479622062533
1,2.920178623813813
1,6.762362153246015
1,4.650687449352528
1,4.376783724620021
1,2.2710232343110457
1,2.3333917942788203
1,2.083655272775074
1,4.332074386137474
1,5.619510212610088
1,6.6619545881194195
1,3.0258179164971217
1,1.765091017346507
1,2.9451155879291244
1,4.079017793527797
1,3.353514219595494
1,6.078489446471201
1,3.96392944904114
1,4.646513365100188
1,3.356963739920585
1,0.09044652982165946
1,4.91461681342101
1,5.196049358431821
1,2.4474971185191774
1,4.949966430676726
1,2.2890719678807026
1,4.559531664872881
1,4.781852798187664
1,2.8150195494646537
1,5.126876163502175
1,6.5520602730389825
1,2.5553463259966698
1,3.5031674422333174
1,4.904483378430896
1,1.6123515999965319
1,6.095274033074235
1,1.597569815882851
1,2.8974309189650573
1,3.6694007060254856
1,6.4996105907642425
1,4.3346344913352555
1,5.656973434345442
1,2.270125937533335
1,1.6761685810234122
1,2.182456293553861
1,4.120005109310575
1,5.071999188612096
1,3.429920820448836
1,1.9878670233920042
1,5.037375672197353
1,5.850981357146274
1,4.827235235680565
1,3.6703569773830926
1,2.9858656108501336
1,4.532571967551686
1,3.4397717304287156
1,3.6869326020230377
1,1.6846912895690114
1,2.6415193615820165
1,5.822032774642059
1,3.143026007504989
1,5.3614136310003
1,6.105627866547887
1,1.7184165029942546
1,3.3014535037623713
1,4.347337567290659
1,3.147599411219547
1,3.792473098899451
1,1.6107522416979867
1,2.949293180754535
1,5.7708092780255384
1,5.42831374624246
1,-1.0371370956950607
1,4.350604909861488
1,3.332266270931015
1,4.553615149230101
1,4.582179010229832
1,5.794664522700679
1,2.7599066109259605
1,3.215949657476172
1,6.189212288526642
1,4.0077287176995675
1,3.5338053819268898
1,7.16446403213566
1,6.1591371590319905
1,4.954529718021118
1,1.223180159026143
1,2.9346374764714023
1,5.1433127009617134
1,5.416560469683251
1,3.9073415712643857
1,3.257002905793723
1,6.061387372376126
1,1.8274197891149653
1,3.828430703024268
1,5.915856799977044
1,1.5834942528943232
1,3.2997700235447587
1,3.470259747489485
1,6.604709753643899
1,5.983323867036623
1,6.436112970571647
1,4.637408038072359
1,2.4186410811741474
1,7.012081148515008
1,1.2418498115179264
1,4.553068479282681
1,5.943766974083969
1,5.051938657593702
1,2.86150053838375
1,0.47835811294794395
1,3.744752184758558
1,3.9361507788430794
1,0.36752556387733915
1,6.08690397473573
1,4.158158208982666
1,4.506858364529957
1,2.4619349157587065
1,3.08407216105545
1,8.026592206167178
1,3.7765451926961306
1,3.9196532496655356
1,5.540875766900826
1,3.460767538818176
1,4.509221546631254
1,5.012432796852664
1,4.431688945643835
1,5.255727064703617
1,5.511045513006695
1,5.406609126835322
1,6.552960271245139
1,2.849966918960553
1,4.560779937225386
1,4.318592091769703
1,4.571962264096967
1,4.9493693532234095
1,4.8871502070583235
1,4.003500327102071
1,3.611106118452709
1,1.7480412963342384
1,2.7313186261087132
1,4.239567076492046
1,3.5353068659168714
1,0.30653226401437994
1,0.8296032531999318
1,4.5945822555257125
1,3.645421223607332
1,6.020767263491907
1,4.202274233834019
1,3.863624971981384
1,0.984955608380409
1,2.59386791063121
1,5.924336991340556
1,7.172375761671525
1,3.6013555497043828
1,3.662831536872624
1,5.086186085664923
1,3.257416465049139
1,5.4258145435587135
1,5.968939315382379
1,3.801797581445118
1,4.014500517579572
1,5.414883164552377
1,3.8082082713746988
1,1.2609156227178988
1,3.7035213561310227
1,4.299217009741952
1,3.5889855270962605
1,5.616574390305347
1,6.267016041776536
1,4.285796697423242
1,2.354650501935499
1,2.2403894998356773
1,1.9519907196120303
1,2.919159532116442
1,3.445722112008508
1,5.309038959208778
1,1.381083808042249
1,3.264981071939083
1,3.6747082432327822
1,6.928258678054829
1,0.45662770762464033
1,6.8106135428342665
1,6.195330227629423
1,5.771858471623474
1,2.7720151763413403
1,1.367886797376511
1,4.461139697065855
1,3.701710693631757
1,5.775012032431295
1,3.283545601074355
1,3.065299741973644
1,2.885308149161425
1,5.539260371349144
1,4.602619210769573
1,2.246890718771418
2,2.6481844537423207
2,3.1454005343809426
2,7.487369230609356
2,5.447715242510843
2,3.467160750708319
2,4.316269385646743
2,4.877857671504621
2,1.4373942314448773
2,4.389864994994779
2,8.980195114909758
2,4.537538478530168
2,3.8718976326111383
2,4.66609188592251
2,4.210081547342204
2,3.272796365536369
2,0.8773966151825934
2,1.6901361751199437
2,0.11061250311892667
2,2.3550516368028642
2,4.326709955857267
2,6.0953576910515785
2,3.5515949983825044
2,3.729174022079887
2,1.499123027452831
2,2.1900947453095343
2,6.3909554979410945
2,5.043538379537473
2,1.3886109442112629
2,4.4719805275405005
2,3.047870919099286
2,1.0329478165365202
2,3.6315717969123615
2,0.6602559544340925
2,7.822242805752089
2,5.715602907386642
2,1.123752593298633
2,5.233132606913639
2,2.1907975018365864
2,4.268898644960057
2,3.3265911004454165
2,5.1130061700509355
2,6.979374515486629
2,4.368935809099728
2,4.648894716925537
2,0.34874289046960394
2,3.1530179777886405
2,3.671191550174929
2,3.6902814062993903
2,6.162118964697706
2,6.019354376037832
2,4.2064098868991735
2,3.342533569985529
2,2.189393325770241
2,5.125605780385596
2,2.7498240644211274
2,1.215498521912414
2,4.1121450137258115
2,1.6542098456571837
2,6.815309413346666
2,5.9775855301161105
2,2.562880331052973
2,5.284028902924038
2,6.698583652959758
2,3.8941248216299718
2,3.242516952192129
2,4.885390001859416
2,5.890671104568693
2,5.85717641371213
2,4.398549063014983
2,5.014707751626353
2,5.353649488095469
2,4.708001574394722
2,3.901135927559718
2,5.823223369413281
2,3.4397682300553556
2,1.729926966840662
2,4.761581747705366
2,1.0130215037904855
2,1.7833092604440943
2,3.806165413759871
2,3.768825624022793
2,6.97330412069457
2,3.1409537254445707
2,3.307561076686941
2,5.032612191694215
2,0.2761942105407411
2,4.8951048308221985
2,0.3426027078385543
2,4.745367732083986
2,4.488083850433214
2,5.245108103943894
2,7.353199577146966
2,4.438852196007488
2,5.1793946883318025
2,1.8826328591428714
2,2.719049594040739
2,4.198167384782734
2,2.327875886616261
2,4.710871026566343
2,4.356397444387653
2,5.620932733801165
2,3.0188795162491404
2,3.9948628926791017
2,5.048961713619854
2,2.556573165877352
2,3.9449846470043286
2,4.324538058067667
2,2.263983604415176
2,2.8680595018126436
2,1.8710563287851532
2,2.610229152802064
2,3.365011056842696
2,4.292842699489237
2,2.9265907910901143
2,3.9037198510338538
2,1.4232162250618607
2,2.6414966903971497
2,5.089250985390887
2,4.402601254566718
2,6.186505818409822
2,4.14065858437458
2,3.9568277112964876
2,3.0034691805144744
2,2.0747583138585544
2,6.036172290931567
2,0.3408909455275819
2,2.496029565425494
2,4.792214318530315
2,6.050904921063298
2,3.8202218786178723
2,2.160823232858011
2,3.4270050179631366
2,4.768063160551632
2,7.774482837444321
2,3.1327108037008835
2,6.226671934996741
2,0.25158609658908304
2,5.180714295553329
2,6.437351843472477
2,4.6063753664795435
2,3.8208877994750363
2,3.9314145434920307
2,4.223524488754346
2,0.7865611865478797
2,3.3299604054105174
2,4.50642511652164
2,1.805099825331939
2,4.809701277117268
2,4.038318702130193
2,4.910148112952611
2,4.299068148869564
2,0.665107404975315
2,6.190860148230174
2,3.968030940014079
2,3.9986990724594227
2,4.429050653180455
2,2.857084297409639
2,3.5882114679495953
2,4.430756349226556
2,4.981246376356676
2,2.675737179777273
2,3.009181767685145
2,7.566250738042281
2,4.722692961049477
2,3.334344942333799
2,4.563403738838311
2,2.496848402937671
2,7.932598525853273
2,1.8622543973398529
2,4.0748319173892655
2,1.0616015351525903
2,4.664488782046341
2,3.25796917147832
2,1.9294304018193913
2,3.411200834591363
2,4.638842772198957
2,4.769430151971192
2,4.853420485627088
2,4.164607365936209
2,2.8722135506399136
2,1.0354041490119736
2,1.4536176848975115
2,4.939915843285063
2,3.2492671510908715
2,2.2410513878603986
2,2.6853725859469
2,3.76359450544189
2,3.7377408864958825
2,0.25097874465338643
2,6.63036246057432
2,3.6014258915876254
2,4.6341650553753935
2,3.7257038026833897
2,3.4056120712508946
2,1.3191027135061941
2,4.327571965377166
2,4.187341608422232
2,6.306866548296499
2,1.5120323745620134
2,3.9265298703430376
3,3.4700589603260976
3,3.0658999440917523
3,5.82922195266426
3,4.37914780077452
3,2.231310284552083
3,3.966316701846465
3,3.865450020411293
3,5.341610444860976
3,6.240387615308194
3,4.500030168341735
3,4.714723746825008
3,4.885955802450194
3,6.106980552363602
3,4.537846730367519
3,1.5289602407430305
3,2.980506596216502
3,3.7634218065260394
3,6.472472200008022
3,5.773321532530309
3,6.776544525114562
3,7.301076536237293
3,4.495695647267585
3,3.5736733939738916
3,1.0568426285092913
3,3.5902666363386504
3,3.765199137944389
3,6.716469078445474
3,2.7060274193846654
3,6.32224528643456
3,2.63661752250728
3,3.178561659887688
3,2.4091321360652582
3,1.0372463102559868
3,3.3053341711240725
3,5.898033500425662
3,3.2926227004926645
3,2.913304509728197
3,5.812807071934299
3,3.9421284328592883
3,4.07678558084626
3,-0.8498035534542336
3,5.20860901996071
3,2.716019890770913
3,3.2544861468223587
3,3.0307507686780304
3,1.3300591155220363
3,3.194107739344981
3,2.8150901800389496
3,1.6272541042205195
3,2.575178383787843
3,4.542061926496353
3,4.563865517258115
3,5.207608501768446
3,5.040988902378873
3,4.687780748848406
3,5.5670278649716
3,3.115172530171441
3,1.616108853596161
3,1.1030591320583278
3,4.709927570402892
3,4.031787133182944
3,3.7347766741824686
3,6.504134714217248
3,6.655538934488172
3,4.383603939021979
3,1.2066024657931909
3,2.970580132680301
3,3.113609884071921
3,3.731063203263669
3,3.436173388537435
3,7.168133667409535
3,3.290280505959317
3,3.2429755314927706
3,2.851391334460674
3,9.288478555759383
3,3.6983502870622553
3,5.773606408528374
3,3.9716345889807503
3,5.865137084034591
3,3.4157336324482572
3,4.269109330069934
3,4.900019419992153
3,7.383209925033269
3,4.578165931189776
3,2.93128905684045
3,3.722405217748546
3,3.646124418054001
3,5.774993588257215
3,2.5232483880202525
3,5.457435092886688
3,3.109597046461098
3,7.0129582780777735
3,7.397589194530466
3,4.366108606346092
3,4.985805202759029
3,4.964520871465353
3,6.197229411101522
3,7.680651682293542
3,3.2759626241754916
3,3.346676707622488
3,2.814650878400644
3,3.9786166944761314
3,2.6458402840437767
3,3.0345313025950196
3,5.070706536914896
3,2.395912339515193
3,5.235333512978752
3,4.2965193445437935
3,4.021337068188381
3,2.7905042880097928
3,3.754010511120759
3,3.5643963842488677
3,3.1971278534658487
3,6.440203045591291
3,4.054465619826058
3,3.3226034781698335
3,2.8147608526662378
3,5.606306741518619
3,6.803227541603398
3,3.930631075949095
3,1.8007730124348913
3,4.310803064298041
3,3.274055040339241
3,4.033794709984981
3,4.220165592796713
3,1.969808321854289
3,3.2624737510843747
3,3.8683810716673617
3,5.703404909539645
3,5.718475979665728
3,4.606662747387385
3,3.8988102496881427
3,5.9983698207952525
3,4.213391846840513
3,6.2131816178678605
3,3.4065779278163983
3,5.03690650093828
3,5.0957734343419965
3,3.6919174977343134
3,2.5506938758691913
3,3.0225700795424744
3,8.153539042088774
3,4.74687320471147
3,3.0272014192611887
3,1.5917362627510463
3,3.444621841317102
3,3.1810228550448567
3,5.314950475136813
3,3.9939406776344364
3,2.4092906530057254
3,8.106745137518072
3,4.064054575172247
3,3.1985048657177684
3,2.9271775075366024
3,3.757342984682104
3,4.004363178301444
3,3.637478795026877
3,6.658258811071643
3,2.675285989672339
3,4.2474126460193355
3,6.554310944149451
3,4.219552192922265
3,6.813423519474361
3,2.979200965851438
